Make,Model,Used/New,FuelType,ExteriorColor,DealType,InteriorColor,Mileage,MinMPG,MaxMPG,Price
Jeep,Cherokee Limited,Used,Gasoline,Velvet Red,Great,Black,21085,19,27,"$29,500"
Ford,Escape Limited,Used,E85 Flex Fuel,Black,Good,Charcoal Black,115242,20,27,"$10,499"
Chevrolet,Tahoe LS,Used,Gasoline,Black,Good,Jet Black,17044,15,22,"$49,968"
Toyota,Camry SE,Used,Gasoline,–,Good,–,19454,28,39,"$31,990"
BMW,X3 xDrive30i,Used,Gasoline,Jet Black,Good,Black,31825,22,29,"$39,900"
Cadillac,Escalade Luxury,Used,Gasoline,Satin Steel Metallic,Great,Jet Black,15145,14,21,"$64,900"
Ford,Expedition Limited,Used,Gasoline,Magnetic Metallic,Good,Ebony,52776,17,24,"$49,290"
Jeep,Cherokee Trailhawk,Used,Gasoline,Anvil Clearcoat,Good,Black,88278,19,25,"$20,275"
Chevrolet,Equinox LT,Chevrolet Certified,Gasoline,Nightfall Gray Metallic,Great,Jet Black,21765,21,31,"$20,678"
Nissan,Titan SV,Used,Gasoline,Glacier White,Good,Black,30714,16,22,"$41,277"
Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,Gasoline,–,Good,Black,20787,22,31,"$44,170"
Kia,Telluride EX,Kia Certified,Gasoline,Dark Moss,Great,Gray,21559,20,26,"$44,348"
Toyota,RAV4 LE,Used,Gasoline,Ruby Flare Pearl,Great,–,22550,27,34,"$27,691"
Chevrolet,Tahoe LT,Used,Gasoline,Black,Good,Black,78640,15,21,"$40,821"
Kia,Forte LX,Used,Gasoline,Clear White,Good,Black,45078,29,37,"$17,991"
Honda,Pilot EX-L,Honda Certified,Gasoline,Crystal Black Pearl,Great,Black,37672,19,27,"$32,995"
Honda,Pilot EX,Used,Gasoline,Blue,Great,–,49859,18,26,"$26,988"
BMW,X1 xDrive28i,Used,Gasoline,Black Sapphire Metallic,Good,Black,31770,22,31,"$33,995"
Acura,MDX 3.5L,Used,Gasoline,Black,Great,–,17420,19,26,"$38,735"
Tesla,Model 3 Long Range,Used,Gasoline,Pearl White Multi,Good,Black,25247,124,116,"$55,980"
Mercedes-Benz,E-Class E 300,Mercedes-Benz Certified,Gasoline,Black,Good,Black,39708,21,29,"$44,900"
Toyota,Sienna LE,Used,Hybrid,Predawn Gray Mica,Good,Black,49869,36,36,"$35,995"
Hyundai,Tucson SEL,Used,Gasoline,Coliseum Gray,Good,Black,13934,21,26,"$27,998"
Toyota,Corolla LE,Used,Gasoline,Barcelona Red Metallic,Good,Black,30248,30,38,"$22,977"
Mercedes-Benz,GLC 300 Base,Used,Gasoline,Black,Good,–,50465,22,27,"$33,395"
Toyota,RAV4 LE,Used,Gasoline,Magnetic Gray Metallic,Great,Black,23824,27,35,"$27,683"
GMC,Acadia SLE,Used,Gasoline,Satin Steel Metallic,Good,Jet Black,25569,21,27,"$30,990"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Black,20071,18,25,"$32,997"
Lexus,GX 460 Base,Used,Gasoline,Starfire Pearl,Good,Ecru,20067,15,18,"$48,723"
Lincoln,Nautilus Reserve,Used,Gasoline,Chroma Elite Copper,Good,Cappuccino,24961,20,25,"$40,688"
BMW,M550 i xDrive,Used,Gasoline,Bluestone Metallic,Great,Black,29618,18,25,"$52,495"
BMW,X5 xDrive40i,Used,Gasoline,Carbon Black Metallic,Fair,Coffee,48756,20,26,"$51,995"
BMW,530 i xDrive,Used,Gasoline,Black Sapphire Metallic,Great,Black,34378,23,33,"$34,465"
Toyota,Highlander XLE,Used,Gasoline,Blizzard Pearl,Great,Graphite,22133,20,27,"$42,222"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Black,42237,18,25,"$38,990"
BMW,330 i xDrive,BMW Certified,Gasoline,Mediterranean Blue Metallic,Good,Oyster,34399,23,33,"$33,482"
Honda,CR-V EX,Used,Gasoline,Modern Steel Metallic,Good,Black,26263,27,33,"$30,000"
Chevrolet,Trax LS,Used,Gasoline,Satin Steel Metallic,Good,Black,13655,24,29,"$24,177"
Toyota,Highlander Hybrid Limited,Used,Hybrid,Predawn Gray Mica,Great,Black,44130,29,27,"$42,999"
Porsche,Macan S,Used,Gasoline,Black,Good,Black,49744,18,23,"$56,998"
Lexus,NX 300 Base,Used,Gasoline,Nebula Gray Pearl,Fair,Red,24251,22,28,"$39,851"
Nissan,Pathfinder SL,Used,Gasoline,Magnetic Black,Fair,Almond,96123,20,27,"$29,203"
Honda,CR-V EX,Used,Gasoline,Basque Red Pearl II,Good,Gray,45998,28,34,"$28,272"
Nissan,Rogue SV,Used,Gasoline,Blue,Good,Black,47756,26,33,"$23,695"
Jeep,Grand Cherokee Limited,Used,Diesel,Maximum Steel Clearcoat Metallic,Good,–,87925,17,24,"$24,724"
RAM,1500 Limited,Used,Gasoline,Billet Silver Metallic Clearcoat,Great,Indigo,24311,15,21,"$64,573"
Mitsubishi,Outlander Sport 2.0 ES,Used,Gasoline,Mercury Gray Metallic,Good,Black,57177,23,29,"$15,411"
BMW,X3 sDrive30i,Used,Gasoline,Phytonic Blue Metallic,Great,Cognac,21094,25,29,"$40,566"
RAM,1500 Limited,RAM Certified,Gasoline,Ivory White,Good,Indigo,14516,15,21,"$60,962"
Ford,Explorer XLT,Used,E85 Flex Fuel,Quartz,Good,Ebony Black,45374,17,24,"$27,604"
Dodge,Challenger R/T Scat Pack,Used,Gasoline,Orange,Good,Black,10094,14,23,"$62,998"
Kia,Sorento LX,Used,Gasoline,Ebony Black,Good,Stone Beige,78600,21,29,"$19,853"
BMW,X3 xDrive30i,Used,Gasoline,White,Good,Black,23735,22,29,"$37,739"
Audi,Q5 2.0T Tech Premium,Used,Gasoline,Brilliant Black,Good,Nougat Brown / Black,44446,23,27,"$32,489"
Chevrolet,Suburban LT,Used,Gasoline,Shadow Gray Metallic,Good,Black,63282,14,21,"$46,997"
Jeep,Compass Trailhawk,Used,Gasoline,Billet Silver Metallic Clearcoat,Good,Ruby Red,47639,22,30,"$29,069"
Chevrolet,Suburban Z71,Used,Gasoline,Black,Good,Black,11846,15,19,"$79,895"
Porsche,911 Carrera,Used,Gasoline,Agate Gray Metallic,Good,–,11128,20,29,"$99,985"
Audi,Q8 55 Premium,Used,Gasoline,Navarra Blue Metallic,Fair,Black,15956,18,23,"$84,991"
Mercedes-Benz,GLC 300 Base,Mercedes-Benz Certified,Gasoline,Iridium Silver Metallic,Good,Gray,21675,22,29,"$45,698"
Ford,EcoSport SE,Used,Gasoline,Canyon Ridge,Good,Ebony Black,65266,27,29,"$19,500"
Dodge,Durango SXT,Used,Gasoline,White Knuckle Clearcoat,Great,–,64483,19,26,"$25,621"
Toyota,Camry SE,Used,Gasoline,Blue Streak Metallic,Fair,Black / Blue,123755,25,35,"$17,323"
Ford,Explorer XLT,Used,Gasoline,Magnetic Metallic,Great,Ebony Black,33583,17,24,"$32,491"
GMC,Yukon XL Denali,Used,Gasoline,Onyx Black,Fair,Jet Black,29502,14,19,"$85,998"
Nissan,Murano SL,Used,Gasoline,Mocha Almond Pearl,Good,Beige,40685,20,28,"$33,995"
GMC,Acadia Denali,Used,Gasoline,Quicksilver Metallic,Good,Jet Black,82433,17,25,"$32,950"
Nissan,Armada Platinum,Used,Gasoline,Lakeshore Slate,Great,–,80696,13,19,"$19,995"
Toyota,RAV4 Hybrid LE,Used,Hybrid,Magnetic Gray Metallic,Great,Black,15966,41,38,"$38,995"
Toyota,Highlander XLE,Used,Gasoline,Alumina Jade Metallic,Good,Ash,26784,20,26,"$37,490"
INFINITI,QX80 Base,Used,Gasoline,Black Obsidian,Good,Graphite,80073,13,19,"$34,500"
Kia,Sportage LX,Used,Gasoline,Sparkling Silver,Great,Black,45203,22,26,"$21,300"
Mercedes-Benz,AMG C 43 Base 4MATIC,Used,Gasoline,Gray,Good,Magma Gray,41062,19,27,"$49,991"
Lexus,RX 350 F Sport,Used,Gasoline,Obsidian Black,Fair,Red,87951,19,26,"$34,998"
BMW,X5 M Base,BMW Certified,Gasoline,Bay Blue,Fair,Silverstone,22000,13,18,"$107,489"
Buick,Enclave Premium,Used,Gasoline,White Frost Tri-Coat,Good,Ebony,84064,15,22,"$28,503"
Toyota,RAV4 LE,Toyota Certified,Gasoline,Super White,Fair,Black,23987,25,33,"$33,799"
Kia,Telluride EX,Used,Gasoline,Dark Moss,Good,Gray,17540,19,24,"$50,250"
MINI,Countryman Cooper S ALL4,Used,Gasoline,Blazing Red Metallic,Good,Carbon Black,88630,25,31,"$17,450"
Chevrolet,Equinox 1LT,Chevrolet Certified,Gasoline,Summit White,Good,Jet Black,14623,26,31,"$28,971"
Toyota,Highlander XLE,Used,Gasoline,Blue,Good,Black,11903,20,26,"$42,998"
Jeep,Grand Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Good,Black,65871,19,26,"$35,750"
Nissan,Murano Platinum,Used,Gasoline,Gun Metallic,Good,–,40050,21,28,"$31,999"
Dodge,Challenger R/T,Used,Gasoline,Go Mango,Great,Black,3467,15,24,"$54,755"
Lexus,GS 350 Base,Used,Gasoline,Nebula Gray Pearl,Good,–,55952,19,26,"$29,995"
Ford,F-150 XLT,Used,Gasoline,Black,Good,–,15951,18,23,"$43,733"
Ford,F-150 Lariat,Used,Gasoline,Agate Black Metallic,Good,Black,11153,17,23,"$69,594"
RAM,1500 Laramie,Used,Gasoline,Maximum Steel Metallic,Good,Black,23584,20,25,"$49,490"
Chevrolet,Equinox 2LT,Chevrolet Certified,Gasoline,Mosaic Black Metallic,Good,Jet Black,24756,22,29,"$25,250"
Volvo,XC60 T5 Momentum,Used,Gasoline,Crystal White Metallic,Fair,Amber,59047,20,27,"$42,990"
Alfa,Romeo Stelvio Base,Alfa Romeo Certified,Gasoline,Lunare White Metallic,Good,Red / Black,26150,22,28,"$37,995"
Jeep,Grand Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Good,Black,65841,19,26,"$32,888"
GMC,Acadia SLE-2,Used,Gasoline,Ebony Twilight Metallic,Great,Ebony,47678,15,22,"$21,797"
Audi,A4 2.0T Premium Plus,Used,Gasoline,Florett Silver Metallic,Good,Black,39182,23,34,"$32,999"
Ford,F-150 Lariat,Used,Gasoline,Black,Great,Black,60615,20,26,"$44,990"
Nissan,Rogue SV,Used,Gasoline,Caspian Blue,Good,Beige,10205,26,33,"$27,500"
Subaru,Outback Premium,Subaru Certified,Gasoline,Autumn Green Metallic,Good,Black,19941,26,33,"$32,698"
Dodge,Durango Limited,Used,–,Billet Silver Metallic Clearcoat,Good,Black,122859,17,24,"$20,981"
Honda,Pilot EX-L w/ Navigation,Used,Gasoline,Polished Metal Metallic,Fair,Gray,97260,17,24,"$19,552"
Land,Rover Range Rover Velar S,Used,Gasoline,Fuji White,Great,Ebony / Ebony,41386,21,27,"$48,982"
Mazda,CX-9 Touring,Used,Gasoline,Machine Gray Metallic,Great,Sand,15508,22,28,"$31,399"
GMC,Sierra 1500 Denali,Used,Gasoline,Quicksilver Metallic,Great,Jet Black,53078,15,21,"$40,995"
Ford,F-150 XLT,Used,E85 Flex Fuel,Gray,Fair,Steel Gray,69388,15,21,"$22,998"
INFINITI,QX60 Luxe,Used,Gasoline,Majestic White,Good,Wheat,61859,20,27,"$32,000"
Dodge,Challenger SRT Hellcat,Used,Gasoline,Bright White Clearcoat,Fair,Black,8947,13,21,"$61,500"
Audi,Q5 2.0T Premium,Used,Gasoline,Manhattan Gray Metallic,Good,Nougat Brown / Black,33606,22,27,"$37,430"
Chevrolet,Tahoe LT,Used,Gasoline,Pepperdust Metallic,Great,Black,48384,15,21,"$44,000"
Ford,Explorer XLT,Used,Gasoline,Gray,Good,Black,10222,21,28,"$38,998"
Toyota,Camry SE,Used,Gasoline,Silver,Fair,Black,93692,25,35,"$13,785"
Honda,Passport EX-L,Used,Gasoline,Lunar Silver Metallic,Good,Black,15142,19,24,"$39,997"
Cadillac,Escalade Luxury,Cadillac Certified,Gasoline,Black Raven,Good,Black,54128,14,21,"$59,514"
Lexus,NX 300 Base,Used,Gasoline,Gray,Good,Red,20593,22,28,"$36,599"
Jeep,Cherokee Limited,Jeep Certified,Gasoline,Bright White Clearcoat,Great,Black,33148,22,31,"$24,989"
Chevrolet,Silverado 1500 RST,Used,Gasoline,Satin Steel Metallic,Good,Jet Black,18901,20,23,"$52,913"
Chevrolet,Traverse LS,Used,Gasoline,Summit White,Good,Jet Black,49378,18,27,"$32,488"
Lincoln,MKZ Reserve II,Used,Gasoline,Magnetic Gray,Good,Ebony,15060,20,29,"$35,900"
Mazda,CX-9 Grand Touring,Used,Gasoline,Jet Black Mica,Good,Black,42955,20,26,"$29,333"
BMW,X5 xDrive35i,Used,Gasoline,GRAY,Great,–,49710,18,24,"$36,995"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Great,Black,31026,18,25,"$34,999"
Kia,Sorento EX,Used,Gasoline,Dragon Brown,Good,Stone Beige,49379,19,24,"$29,300"
Tesla,Model Y Long Range,Used,Electric,Pearl White Multi,Good,Black,10785,131,117,"$69,199"
Mercedes-Benz,S-Class S 560 4MATIC,Mercedes-Benz Certified,Gasoline,Selenite Gray Metallic,Great,Beige,24856,17,27,"$79,771"
Jeep,Cherokee Limited,Used,Gasoline,Billet Silver Metallic Clearcoat,Great,Black,35092,19,27,"$30,671"
Acura,MDX 3.5L w/Technology Package,Used,Gasoline,Black,Good,Espresso,42648,19,26,"$38,452"
Nissan,Murano SL,Nissan Certified,Gasoline,Gun Metallic,Good,Graphite,43367,20,28,"$29,700"
Mercedes-Benz,GLE 350 Base 4MATIC,Used,Gasoline,Silver,Great,–,47981,19,26,"$45,495"
Acura,RDX Base,Used,Gasoline,Modern Steel Metallic,Good,Ebony,32576,21,27,"$35,995"
Hyundai,Elantra GT Base,Used,Gasoline,Windy Sea Blue,Good,Black,136248,24,33,"$9,099"
Audi,Q3 45 S line Premium,Used,Gasoline,Mythos Black Metallic,Good,Black,18001,20,28,"$41,998"
Ford,Transit-250 Base,Used,E85 Flex Fuel,Agate Black Metallic,Fair,Ebony,24658,0,0,"$64,977"
Toyota,RAV4 XLE,Used,Gasoline,Gray,Good,Black,47867,22,29,"$25,999"
Jeep,Grand Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Good,Black,16301,18,25,"$42,495"
Mercedes-Benz,GLC 300 Base,Mercedes-Benz Certified,Gasoline,Black,Great,Black,16651,22,29,"$43,983"
BMW,X7 xDrive40i,Used,Gasoline,Black Sapphire Metallic,Fair,–,30439,20,25,"$68,490"
Toyota,RAV4 Limited,Used,Gasoline,Blizzard Pearl,Fair,Ash,68592,24,31,"$22,500"
Mazda,CX-9 Grand Touring,Used,Gasoline,Jet Black Mica,Good,Black,10456,20,26,"$37,940"
Ford,Transit-250 Base,Used,E85 Flex Fuel,Oxford White,Good,Charcoal Black,17299,0,0,"$47,998"
Acura,RDX Technology Package,Acura Certified,Gasoline,Modern Steel Metallic,Good,Ebony,18166,22,28,"$40,998"
Land,Rover Discovery HSE,Used,Gasoline,Narvik Black,Good,Ebony,41102,16,21,"$49,998"
BMW,328d Base,BMW Certified,Diesel,Black Sapphire Metallic,Fair,Black,17932,31,43,"$33,998"
Porsche,Macan Base,Porsche Certified,Gasoline,White,Good,Agate Grey,15455,19,23,"$66,995"
Kia,Optima EX,Used,Gasoline,Sangria Red,Good,–,45284,27,37,"$24,624"
Toyota,4Runner Limited,Used,Gasoline,Blizzard Pearl,Fair,Black,70723,17,21,"$38,795"
Dodge,Durango R/T,Used,Gasoline,Maximum Steel Metallic,Good,–,125157,14,22,"$26,998"
Jeep,Wrangler Unlimited Rubicon,Used,Gasoline,Hypergreen Clearcoat,Good,–,36495,16,21,"$43,990"
Toyota,Corolla S,Used,Gasoline,–,,–,12519,26,34,"$19,999"
GMC,Sierra 1500 Denali,Used,Gasoline,Satin Steel Metallic,Good,Jet Black,22691,16,22,"$64,999"
BMW,330 i xDrive,Used,Gasoline,Mediterranean Blue Metallic,Good,Black,28559,25,34,"$37,889"
Toyota,RAV4 XLE,Toyota Certified,Gasoline,Gray,Good,–,18832,25,33,"$35,390"
Mercedes-Benz,GLE 350 Base 4MATIC,Used,Gasoline,Gray,Fair,Black,47997,18,22,"$44,387"
Mazda,CX-5 Grand Touring,Used,Gasoline,Snowflake White Pearl Mica,Good,Black,13382,24,30,"$35,989"
Ford,Taurus SHO,Used,Gasoline,Ruby Red Metallic Tinted Clearcoat,Good,–,94946,17,25,"$21,599"
Tesla,Model S 75D,Used,Electric,Red Multi,Good,–,58636,102,105,"$57,443"
Honda,Accord Sport 1.5T,Used,Gasoline,Black,Fair,Black,15140,29,35,"$35,193"
Mercedes-Benz,E-Class E 350,Used,Gasoline,Diamond White Metallic,Fair,Black,21245,19,28,"$37,000"
Lincoln,MKC Reserve,Used,Gasoline,White Platinum Tri-Coat Metallic,Good,Black,36896,19,25,"$31,989"
GMC,Yukon XL Denali,Used,Gasoline,Satin Steel Metallic,Fair,Cocoa,87625,14,21,"$49,991"
Honda,Pilot Special Edition,Used,Gasoline,Modern Steel Metallic,Good,Black,25594,20,27,"$40,480"
BMW,330 i xDrive,BMW Certified,Gasoline,Blue Ridge Mountain Metallic,Good,Cognac,15191,25,34,"$41,997"
Chevrolet,Tahoe Premier,Used,Gasoline,Summit White,Good,Jet Black,51045,15,21,"$59,995"
Toyota,4Runner SR5,Used,Gasoline,Silver,Great,Black,11273,16,19,"$45,877"
BMW,X4 xDrive30i,Used,Gasoline,Flamenco Red Metallic,Fair,Mocha,36805,22,29,"$44,990"
Toyota,RAV4 LE,Used,Gasoline,–,Good,–,18775,27,35,"$32,933"
Mercedes-Benz,GLB 250 Base,Mercedes-Benz Certified,Gasoline,Midnight Black,Great,Macchiato Beige,18685,23,31,"$40,491"
GMC,Sierra 1500 SLT,Used,Gasoline,Onyx Black,Good,Black,35500,16,22,"$45,488"
Lexus,IS 250 Base,Used,Gasoline,Silver,Good,–,45903,21,30,"$23,000"
Nissan,Murano SV,Used,Gasoline,Super Black Metallic,Good,Graphite,47091,20,28,"$32,536"
Toyota,RAV4 LE,Used,Gasoline,Magnetic Gray Metallic,Great,Black,37610,22,28,"$27,777"
BMW,X3 xDrive28i,Used,Gasoline,Mineral White Metallic,Good,Saddle Brown,140182,21,28,"$16,995"
Subaru,Forester Sport,Used,Gasoline,Ice Silver Metallic,Fair,Gray,15659,26,33,"$34,998"
Honda,CR-V EX,Used,Gasoline,Platinum,Great,Black,38885,27,33,"$29,000"
Toyota,Camry LE,Used,Gasoline,Blue,Great,Black,12872,28,39,"$28,750"
Audi,Q5 45 Premium,Used,Gasoline,Mythos Black Metallic,Good,Rock Gray,14222,23,28,"$52,308"
Lexus,RX 350 350,Used,Gasoline,Nightfall Mica,Good,Black,21623,19,26,"$44,899"
Jeep,Grand Cherokee Limited,Used,Gasoline,Velvet Red Pearlcoat,Good,Black,47555,18,25,"$34,977"
Toyota,4Runner Limited,Used,Gasoline,Midnight Black Metallic,Fair,Black,60130,17,20,"$41,495"
Acura,MDX 3.5L,Used,Gasoline,Graphite,Good,Ebony,96384,19,27,"$23,277"
Kia,Forte LXS,Used,Gasoline,Currant Red,Good,Black,30182,29,40,"$21,739"
Chevrolet,Suburban LT,Used,Gasoline,Shadow Gray Metallic,Good,Black,80879,14,21,"$43,772"
Volkswagen,Atlas 3.6L SE w/Technology,Used,Gasoline,Pacific Blue,Good,Titan Black,48250,17,23,"$33,704"
Porsche,Macan S,Used,Gasoline,Volcano Grey Metallic,Great,Black,39160,18,23,"$66,989"
Hyundai,Santa Fe XL Limited Ultimate,Used,Gasoline,Becketts Black,Good,Gray,68939,17,22,"$32,882"
Buick,Encore Preferred,Used,Gasoline,Winterberry Red Metallic,Good,Ebony,13301,25,30,"$23,999"
Mercedes-Benz,CLS-Class CLS 63 AMG,Used,Gasoline,Obsidian Black Metallic,Fair,–,55489,16,25,"$39,999"
RAM,1500 Laramie,Used,Gasoline,Granite Crystal Clearcoat Metallic,Good,Black,42118,19,24,"$48,818"
Cadillac,XT5 Luxury,Cadillac Certified,Gasoline,Stellar Black Metallic,Good,Black,36385,18,25,"$35,976"
BMW,750 i xDrive,Used,Gasoline,Alpine White,Fair,Mocha,20928,17,25,"$79,404"
INFINITI,QX60 Luxe,Used,Gasoline,Majestic White,Good,Wheat,45493,19,26,"$38,998"
Subaru,Outback Limited XT,Used,Gasoline,Magnetite Gray Metallic,Great,Gray,35180,23,30,"$37,923"
Chevrolet,Traverse LT Cloth,Used,Gasoline,Summit White,Good,Jet Black,22057,18,27,"$37,599"
Ford,Explorer XLT,Used,Gasoline,Red,Great,Tan,17362,20,27,"$38,487"
Kia,Forte LX,Used,Gasoline,Titanium Bronze,Good,Black,41065,29,38,"$18,590"
Toyota,Highlander Limited,Used,Gasoline,Black,Great,Gray,149000,18,24,"$5,999"
RAM,1500 Laramie,Used,Gasoline,Flame Red Clearcoat,Good,Black,12894,19,24,"$53,688"
Lexus,ES 350 Base,Used,Gasoline,Gray,Fair,Black,58515,19,28,"$19,700"
Dodge,Challenger R/T,Used,Gasoline,Granite Pearlcoat,Great,Black,17406,15,23,"$37,895"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Mineral White Metallic,Good,Coffee,30015,21,25,"$64,949"
Audi,Q8 3.0T Premium,Used,Gasoline,Carrara White,Good,Saiga Beige,16644,17,22,"$63,481"
Mercedes-Benz,E-Class E 300,Mercedes-Benz Certified,Gasoline,Black,Good,Macchiato Beige,24822,21,29,"$45,884"
Tesla,Model S 100D,Used,Electric,Silver Metallic,Great,Black,28022,101,102,"$71,000"
BMW,X3 xDrive30i,Used,Gasoline,Mineral White Metallic,Good,Black,42248,22,29,"$32,993"
BMW,M4 Base,Used,Gasoline,Mineral Gray Metallic,Fair,Silverstone,14352,17,25,"$77,999"
BMW,440 i xDrive,Used,Gasoline,Black Sapphire Metallic,Fair,Coral Red / Black,50973,20,29,"$49,625"
GMC,Acadia SLE-2,Used,Gasoline,Smokey Quartz Metallic,Good,Jet Black,37286,21,25,"$32,495"
Audi,Q3 45 S line Premium,Used,Gasoline,Ibis White,Good,Black,14033,20,28,"$38,992"
BMW,330 i,Used,Gasoline,Mineral Gray Metallic,Good,–,28409,26,36,"$35,263"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Black,60588,19,26,"$28,795"
BMW,X1 xDrive28i,Used,Gasoline,Alpine White,Great,Oyster / Black,30541,22,31,"$23,500"
Audi,A5 2.0T Premium,Used,Gasoline,Mythos Black Metallic,Great,Black,35187,23,34,"$38,500"
Acura,TLX FWD,Used,Gasoline,Black,Good,Ebony,24581,23,33,"$30,995"
Toyota,Corolla Hatchback SE,Used,Gasoline,White,Good,–,11818,32,41,"$28,986"
Audi,R8 5.2,Used,Gasoline,Suzuka Gray Metallic/Black Roof,,Black,23090,13,22,"$128,550"
Hyundai,Palisade SEL,Used,Gasoline,Steel / Graphite,Great,Gray,13470,19,24,"$45,253"
BMW,340 i xDrive,Used,Gasoline,Black Sapphire Metallic,Good,Saddle Brown,42927,22,33,"$33,800"
Nissan,Rogue Sport S,Used,Gasoline,Gun Metallic,Good,Charcoal,15405,24,30,"$24,992"
Honda,Passport EX-L,Honda Certified,Gasoline,Modern Steel Metallic,Good,Black,48815,19,24,"$32,829"
Audi,Q5 2.0T Premium Plus,Used,Gasoline,Silver Metallic,Great,Black,67336,20,28,"$14,990"
Honda,CR-V EX-L,Used,Gasoline,Dark Olive Metallic,Good,Black,52493,27,33,"$27,718"
BMW,530 i xDrive,Used,Gasoline,White,Good,–,18297,23,33,"$39,847"
Buick,Encore Preferred,Used,Gasoline,Satin Steel Gray Metallic,Good,Ebony,1843,24,29,"$24,898"
Toyota,RAV4 LE,Toyota Certified,Gasoline,Black,Good,–,21098,22,28,"$26,709"
Hyundai,Santa Fe SE Ultimate,Used,Gasoline,Becketts Black,Good,Beige,43334,17,24,"$27,690"
BMW,X3 M40i,Used,Gasoline,Gray,Fair,Black,57690,20,27,"$39,989"
Subaru,Forester Premium,Used,Gasoline,Crystal Black Silica,Good,Black,34688,26,33,"$29,998"
Toyota,RAV4 LE,Toyota Certified,Gasoline,Ruby Flare Pearl,Good,Black,20151,25,33,"$29,704"
Ford,Explorer ST,Used,Gasoline,Iconic Silver Metallic,Good,–,13902,18,24,"$53,952"
BMW,X3 sDrive30i,BMW Certified,Gasoline,Jet Black,Good,Black,31520,25,29,"$37,999"
Nissan,Pathfinder SL,Nissan Certified,Gasoline,Glacier White,Great,–,55290,20,27,"$26,952"
Honda,Civic LX,Honda Certified,Gasoline,Rallye Red,Fair,Black,41704,30,38,"$27,598"
Ford,Escape Titanium,Ford Certified,Gasoline,White Platinum,Good,Medium Light Stone,37038,21,27,"$29,000"
INFINITI,QX60 Luxe,Used,Gasoline,Liquid Platinum,Good,Graphite,33215,19,26,"$37,998"
BMW,328d xDrive,BMW Certified,Diesel,Alpine White,Fair,Black,37889,30,40,"$39,998"
Ford,F-150 Lariat,Used,Gasoline,Ingot Silver Metallic,Good,Black,55187,20,26,"$39,988"
Mercedes-Benz,GLB 250 Base 4MATIC,Used,Gasoline,Galaxy Blue,Fair,Gray,15022,23,31,"$48,499"
Mitsubishi,Outlander Sport 2.0 ES,Used,Gasoline,Mercury Gray Metallic,Great,–,138185,23,29,"$11,995"
RAM,1500 Laramie,RAM Certified,Gasoline,Diamond Black,Great,Black,15728,19,24,"$48,573"
Ford,Fusion SE,Used,Gasoline,Magnetic,Good,–,82685,21,32,"$16,548"
Kia,Sorento LX,Used,Gasoline,Purple,Good,Satin Black,58454,19,24,"$24,590"
RAM,1500 Rebel,Used,Gasoline,Granite Crystal Clearcoat Metallic,Good,Black,64307,19,24,"$44,999"
Subaru,Forester 2.5i Premium,Used,Gasoline,Crystal Black Silica,Great,Black,97336,26,32,"$19,999"
GMC,Yukon Denali,Used,Gasoline,Onyx Black,Great,Jet Black,66374,15,21,"$43,999"
Audi,Q5 45 Premium,Used,Gasoline,Mythos Black Metallic,Great,Rock Gray,18763,23,28,"$49,999"
GMC,Yukon XL Denali,Used,Gasoline,Quicksilver Metallic,Good,–,78984,14,21,"$49,996"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Mineral White Metallic,Great,Black,32335,20,26,"$54,498"
Lexus,NX 300 F Sport,Used,Gasoline,Nebula Gray Pearl,Good,Red,11236,22,27,"$49,980"
Lexus,GX 460 Base,Used,Gasoline,Starfire Pearl,Good,–,34322,15,18,"$44,990"
Audi,Q5 2.0T Premium Plus,Used,Gasoline,Monsoon Gray Metallic,Good,Black,21750,22,27,"$42,998"
Lexus,RX 350 350,Used,Gasoline,Black,Good,Black,33875,20,27,"$40,504"
INFINITI,QX50 ESSENTIAL,INFINITI Certified,Gasoline,Graphite Shadow,Great,Graphite,20966,23,29,"$38,997"
Lexus,NX 300 Base,Used,Gasoline,White,Great,Creme,16976,22,0,"$38,500"
Toyota,4Runner SR5,Used,Gasoline,Classic Silver Metallic,Good,Black / Graphite,84990,17,22,"$30,997"
Toyota,4Runner Trail Premium,Used,Gasoline,White,Good,Beige,68188,17,21,"$36,856"
BMW,X3 sDrive30i,Used,Gasoline,Jet Black,Good,Black,34572,25,29,"$42,480"
Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,Gasoline,Black,Great,–,16010,23,35,"$42,770"
GMC,Yukon Denali,Used,Gasoline,Onyx Black,Great,Jet Black,47736,14,22,"$59,998"
Subaru,Forester Premium,Subaru Certified,Gasoline,Crimson Red Pearl,Good,Gray,41377,26,33,"$35,907"
Chevrolet,Suburban LT,Used,Gasoline,Tungsten Metallic,Great,Jet Black,65213,16,23,"$37,986"
